region;dm_method;lag;models_params;predictors_dict;predictors_list;selected_predictors;recall. mean;precision. mean;fscore. mean;recall. std;precision. std;fscore. std
LeftDorsalMotor;RFE_4;6;{'max_depth': 50, 'n_estimators': 300, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_ts': ['Signal']};['Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];['Signal_t6', 'Signal_t5', 'Signal_t4', 'Signal_t3'];0.3378212974296206;0.48936170212765956;0.3997103548153512;0.0;0.0;0.0
LeftFrontaleyeField;RFE_4;6;{'n_estimators': 10, 'bootstrap': True, 'max_depth': 50, 'random_state': 5, 'max_features': 'auto'};{'eyetracking_ts': ['x', 'y']};['x_t6', 'x_t5', 'x_t4', 'x_t3', 'y_t6', 'y_t5', 'y_t4', 'y_t3'];['x_t6', 'x_t3', 'y_t6', 'y_t5'];0.49866310160427807;0.4979973297730307;0.4983299933199733;0.0;0.0;0.0
LeftFusiformGyrus;RFE_1;6;{'bootstrap': True, 'max_features': 'auto', 'max_depth': 10, 'random_state': 5, 'n_estimators': 50};{'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes'], 'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r', ' pose_Rx', ' pose_Ry', ' pose_Rz']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3', 'Face_t6', 'Face_t5', 'Face_t4', 'Face_t3', 'Mouth_t6', 'Mouth_t5', 'Mouth_t4', 'Mouth_t3', 'Eyes_t6', 'Eyes_t5', 'Eyes_t4', 'Eyes_t3', ' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU01_r_t3', ' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU02_r_t3', ' AU04_r_t6', ' AU04_r_t5', ' AU04_r_t4', ' AU04_r_t3', ' AU05_r_t6', ' AU05_r_t5', ' AU05_r_t4', ' AU05_r_t3', ' AU06_r_t6', ' AU06_r_t5', ' AU06_r_t4', ' AU06_r_t3', ' AU07_r_t6', ' AU07_r_t5', ' AU07_r_t4', ' AU07_r_t3', ' AU10_r_t6', ' AU10_r_t5', ' AU10_r_t4', ' AU10_r_t3', ' AU12_r_t6', ' AU12_r_t5', ' AU12_r_t4', ' AU12_r_t3', ' AU14_r_t6', ' AU14_r_t5', ' AU14_r_t4', ' AU14_r_t3', ' AU15_r_t6', ' AU15_r_t5', ' AU15_r_t4', ' AU15_r_t3', ' AU17_r_t6', ' AU17_r_t5', ' AU17_r_t4', ' AU17_r_t3', ' AU20_r_t6', ' AU20_r_t5', ' AU20_r_t4', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3', ' AU25_r_t6', ' AU25_r_t5', ' AU25_r_t4', ' AU25_r_t3', ' AU26_r_t6', ' AU26_r_t5', ' AU26_r_t4', ' AU26_r_t3', ' pose_Rx_t6', ' pose_Rx_t5', ' pose_Rx_t4', ' pose_Rx_t3', ' pose_Ry_t6', ' pose_Ry_t5', ' pose_Ry_t4', ' pose_Ry_t3', ' pose_Rz_t6', ' pose_Rz_t5', ' pose_Rz_t4', ' pose_Rz_t3'];[' pose_Rx_t6'];0.3537234042553192;0.46830985915492956;0.403030303030303;0.0;0.0;0.0
LeftVentralMotor;RFE_1;6;{'max_depth': 10, 'n_estimators': 10, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['Signal_left']};['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t4'];0.5854700854700855;0.6061946902654868;0.5956521739130435;0.0;0.0;0.0
LeftDorsalMotor;RFE_1;6;{'max_depth': 10, 'n_estimators': 10, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['Signal_left']};['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t4'];0.689900426742532;0.4065381391450126;0.5116033755274262;0.0;0.0;0.0
LeftFrontaleyeField;RFE_5;6;{'n_estimators': 10, 'bootstrap': True, 'max_depth': 50, 'random_state': 5, 'max_features': 'auto'};{'eyetracking_ts': ['x', 'y']};['x_t6', 'x_t5', 'x_t4', 'x_t3', 'y_t6', 'y_t5', 'y_t4', 'y_t3'];['x_t6', 'x_t3', 'y_t6', 'y_t5', 'y_t3'];0.43315508021390375;0.4807121661721068;0.4556962025316456;0.0;0.0;0.0
LeftVentralMotor;RFE_2;6;{'max_depth': 10, 'n_estimators': 300, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['Signal_left']};['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t4', 'Signal_left_t3'];0.8133903133903134;0.43224829674489024;0.5645081562036579;0.0;0.0;0.0
LeftDorsalMotor;RFE_2;6;{'max_depth': 10, 'n_estimators': 50, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['Signal_left']};['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t4', 'Signal_left_t3'];0.8278805120910384;0.4343283582089552;0.5697503671071953;0.0;0.0;0.0
LeftVentralMotor;RFE_3;6;{'max_depth': 10, 'n_estimators': 50, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['Signal_left']};['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];0.7706552706552706;0.43629032258064515;0.557157569515963;0.0;0.0;0.0
LeftDorsalMotor;RFE_3;6;{'max_depth': 10, 'n_estimators': 100, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['Signal_left']};['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t6', 'Signal_left_t4', 'Signal_left_t3'];0.7581792318634424;0.4494097807757167;0.5643197458973002;0.0;0.0;0.0
LeftFrontaleyeField;RFE_7;6;{'n_estimators': 10, 'bootstrap': True, 'max_depth': 10, 'random_state': 5, 'max_features': 'auto'};{'eyetracking_ts': ['x', 'y']};['x_t6', 'x_t5', 'x_t4', 'x_t3', 'y_t6', 'y_t5', 'y_t4', 'y_t3'];['x_t6', 'x_t5', 'x_t4', 'x_t3', 'y_t6', 'y_t5', 'y_t4'];0.5721925133689839;0.5089179548156956;0.5387035871617368;0.0;0.0;0.0
LeftVentralMotor;RFE_4;6;{'max_depth': 10, 'n_estimators': 300, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['Signal_left']};['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];0.8646723646723646;0.44632352941176473;0.588748787584869;0.0;0.0;0.0
LeftDorsalMotor;RFE_4;6;{'max_depth': 10, 'n_estimators': 100, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['Signal_left']};['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];['Signal_left_t6', 'Signal_left_t5', 'Signal_left_t4', 'Signal_left_t3'];0.7880512091038406;0.44931062449310627;0.5723140495867768;0.0;0.0;0.0
LeftFrontaleyeField;RFE_1;6;{'n_estimators': 10, 'bootstrap': True, 'max_depth': 10, 'random_state': 5, 'max_features': 'auto'};{'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3', 'Face_t6', 'Face_t5', 'Face_t4', 'Face_t3', 'Mouth_t6', 'Mouth_t5', 'Mouth_t4', 'Mouth_t3', 'Eyes_t6', 'Eyes_t5', 'Eyes_t4', 'Eyes_t3'];['Vx_t6'];0.9986648865153538;0.4930784442979565;0.6601941747572815;0.0;0.0;0.0
LeftVentralMotor;RFE_1;6;{'max_depth': 10, 'n_estimators': 10, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['IPU_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];['IPU_left_t4'];0.9147727272727273;0.46397694524495675;0.615678776290631;0.0;0.0;0.0
LeftDorsalMotor;RFE_1;6;{'max_depth': 10, 'n_estimators': 10, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['IPU_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];['IPU_left_t4'];0.5457102672292545;0.6445182724252492;0.591012947448591;0.0;0.0;0.0
LeftFusiformGyrus;RFE_2;6;{'bootstrap': True, 'max_features': 'auto', 'max_depth': 10, 'random_state': 5, 'n_estimators': 50};{'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes'], 'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r', ' pose_Rx', ' pose_Ry', ' pose_Rz']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3', 'Face_t6', 'Face_t5', 'Face_t4', 'Face_t3', 'Mouth_t6', 'Mouth_t5', 'Mouth_t4', 'Mouth_t3', 'Eyes_t6', 'Eyes_t5', 'Eyes_t4', 'Eyes_t3', ' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU01_r_t3', ' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU02_r_t3', ' AU04_r_t6', ' AU04_r_t5', ' AU04_r_t4', ' AU04_r_t3', ' AU05_r_t6', ' AU05_r_t5', ' AU05_r_t4', ' AU05_r_t3', ' AU06_r_t6', ' AU06_r_t5', ' AU06_r_t4', ' AU06_r_t3', ' AU07_r_t6', ' AU07_r_t5', ' AU07_r_t4', ' AU07_r_t3', ' AU10_r_t6', ' AU10_r_t5', ' AU10_r_t4', ' AU10_r_t3', ' AU12_r_t6', ' AU12_r_t5', ' AU12_r_t4', ' AU12_r_t3', ' AU14_r_t6', ' AU14_r_t5', ' AU14_r_t4', ' AU14_r_t3', ' AU15_r_t6', ' AU15_r_t5', ' AU15_r_t4', ' AU15_r_t3', ' AU17_r_t6', ' AU17_r_t5', ' AU17_r_t4', ' AU17_r_t3', ' AU20_r_t6', ' AU20_r_t5', ' AU20_r_t4', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3', ' AU25_r_t6', ' AU25_r_t5', ' AU25_r_t4', ' AU25_r_t3', ' AU26_r_t6', ' AU26_r_t5', ' AU26_r_t4', ' AU26_r_t3', ' pose_Rx_t6', ' pose_Rx_t5', ' pose_Rx_t4', ' pose_Rx_t3', ' pose_Ry_t6', ' pose_Ry_t5', ' pose_Ry_t4', ' pose_Ry_t3', ' pose_Rz_t6', ' pose_Rz_t5', ' pose_Rz_t4', ' pose_Rz_t3'];[' AU10_r_t4', ' AU26_r_t6'];0.5013297872340425;0.4839537869062901;0.4924885695623775;0.0;0.0;0.0
LeftVentralMotor;RFE_2;6;{'max_depth': 10, 'n_estimators': 100, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['IPU_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];['IPU_left_t4', 'IPU_left_t3'];0.8167613636363636;0.46147672552166935;0.5897435897435898;0.0;0.0;0.0
LeftFrontaleyeField;RFE_2;6;{'n_estimators': 10, 'bootstrap': True, 'max_depth': 10, 'random_state': 5, 'max_features': 'auto'};{'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3', 'Face_t6', 'Face_t5', 'Face_t4', 'Face_t3', 'Mouth_t6', 'Mouth_t5', 'Mouth_t4', 'Mouth_t3', 'Eyes_t6', 'Eyes_t5', 'Eyes_t4', 'Eyes_t3'];['Vx_t4', 'Vx_t3'];0.8571428571428571;0.48306997742663654;0.6179018286814244;0.0;0.0;0.0
LeftDorsalMotor;RFE_2;6;{'max_depth': 10, 'n_estimators': 100, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['IPU_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];['IPU_left_t4', 'IPU_left_t3'];0.6357243319268636;0.6075268817204301;0.6213058419243987;0.0;0.0;0.0
LeftVentralMotor;RFE_3;6;{'max_depth': 50, 'n_estimators': 10, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['IPU_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];['IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];0.7485795454545454;0.44774851316907394;0.5603402445507708;0.0;0.0;0.0
LeftDorsalMotor;RFE_3;6;{'max_depth': 10, 'n_estimators': 50, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['IPU_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];['IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];0.9043600562587905;0.4686588921282799;0.6173787806048968;0.0;0.0;0.0
LeftFrontaleyeField;RFE_3;6;{'n_estimators': 10, 'bootstrap': True, 'max_depth': 50, 'random_state': 5, 'max_features': 'auto'};{'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3', 'Face_t6', 'Face_t5', 'Face_t4', 'Face_t3', 'Mouth_t6', 'Mouth_t5', 'Mouth_t4', 'Mouth_t3', 'Eyes_t6', 'Eyes_t5', 'Eyes_t4', 'Eyes_t3'];['Vx_t6', 'Vx_t4', 'Vy_t5'];0.2630173564753004;0.49747474747474746;0.3441048034934498;0.0;0.0;0.0
LeftVentralMotor;RFE_4;6;{'max_depth': 10, 'n_estimators': 300, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['IPU_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];0.5511363636363636;0.6268174474959612;0.5865457294028723;0.0;0.0;0.0
LeftDorsalMotor;RFE_4;6;{'max_depth': 10, 'n_estimators': 10, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_left_ts': ['IPU_left']};['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];['IPU_left_t6', 'IPU_left_t5', 'IPU_left_t4', 'IPU_left_t3'];0.7243319268635724;0.45454545454545453;0.5585683297180043;0.0;0.0;0.0
LeftFrontaleyeField;RFE_4;6;{'n_estimators': 10, 'bootstrap': True, 'max_depth': 10, 'random_state': 5, 'max_features': 'auto'};{'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3', 'Face_t6', 'Face_t5', 'Face_t4', 'Face_t3', 'Mouth_t6', 'Mouth_t5', 'Mouth_t4', 'Mouth_t3', 'Eyes_t6', 'Eyes_t5', 'Eyes_t4', 'Eyes_t3'];['Vx_t6', 'Vx_t4', 'Vy_t6', 'Vy_t5'];0.7970627503337784;0.4853658536585366;0.6033350176856999;0.0;0.0;0.0
LeftVentralMotor;RFE_1;6;{'max_depth': 10, 'n_estimators': 10, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_ts': ['IPU']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3'];['IPU_t4'];0.1825;0.31877729257641924;0.23211446740858502;0.0;0.0;0.0
LeftDorsalMotor;RFE_1;6;{'max_depth': 10, 'n_estimators': 10, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_ts': ['IPU']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3'];['IPU_t4'];0.19119496855345913;0.5205479452054794;0.27966881324747006;0.0;0.0;0.0
LeftFusiformGyrus;RFE_3;6;{'bootstrap': True, 'max_features': 'auto', 'max_depth': 50, 'random_state': 5, 'n_estimators': 10};{'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes'], 'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r', ' pose_Rx', ' pose_Ry', ' pose_Rz']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3', 'Face_t6', 'Face_t5', 'Face_t4', 'Face_t3', 'Mouth_t6', 'Mouth_t5', 'Mouth_t4', 'Mouth_t3', 'Eyes_t6', 'Eyes_t5', 'Eyes_t4', 'Eyes_t3', ' AU01_r_t6', ' AU01_r_t5', ' AU01_r_t4', ' AU01_r_t3', ' AU02_r_t6', ' AU02_r_t5', ' AU02_r_t4', ' AU02_r_t3', ' AU04_r_t6', ' AU04_r_t5', ' AU04_r_t4', ' AU04_r_t3', ' AU05_r_t6', ' AU05_r_t5', ' AU05_r_t4', ' AU05_r_t3', ' AU06_r_t6', ' AU06_r_t5', ' AU06_r_t4', ' AU06_r_t3', ' AU07_r_t6', ' AU07_r_t5', ' AU07_r_t4', ' AU07_r_t3', ' AU10_r_t6', ' AU10_r_t5', ' AU10_r_t4', ' AU10_r_t3', ' AU12_r_t6', ' AU12_r_t5', ' AU12_r_t4', ' AU12_r_t3', ' AU14_r_t6', ' AU14_r_t5', ' AU14_r_t4', ' AU14_r_t3', ' AU15_r_t6', ' AU15_r_t5', ' AU15_r_t4', ' AU15_r_t3', ' AU17_r_t6', ' AU17_r_t5', ' AU17_r_t4', ' AU17_r_t3', ' AU20_r_t6', ' AU20_r_t5', ' AU20_r_t4', ' AU20_r_t3', ' AU23_r_t6', ' AU23_r_t5', ' AU23_r_t4', ' AU23_r_t3', ' AU25_r_t6', ' AU25_r_t5', ' AU25_r_t4', ' AU25_r_t3', ' AU26_r_t6', ' AU26_r_t5', ' AU26_r_t4', ' AU26_r_t3', ' pose_Rx_t6', ' pose_Rx_t5', ' pose_Rx_t4', ' pose_Rx_t3', ' pose_Ry_t6', ' pose_Ry_t5', ' pose_Ry_t4', ' pose_Ry_t3', ' pose_Rz_t6', ' pose_Rz_t5', ' pose_Rz_t4', ' pose_Rz_t3'];[' AU10_r_t4', ' AU26_r_t6', ' pose_Rx_t5'];0.40558510638297873;0.4750778816199377;0.43758967001434723;0.0;0.0;0.0
LeftVentralMotor;RFE_2;6;{'max_depth': 10, 'n_estimators': 200, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_ts': ['IPU']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3'];['IPU_t4', 'IPU_t3'];0.31125;0.527542372881356;0.3915094339622642;0.0;0.0;0.0
LeftDorsalMotor;RFE_2;6;{'max_depth': 10, 'n_estimators': 100, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_ts': ['IPU']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3'];['IPU_t4', 'IPU_t3'];0.7345911949685534;0.6134453781512605;0.6685746994848312;0.0;0.0;0.0
LeftFrontaleyeField;RFE_5;6;{'n_estimators': 10, 'bootstrap': True, 'max_depth': 50, 'random_state': 5, 'max_features': 'auto'};{'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3', 'Face_t6', 'Face_t5', 'Face_t4', 'Face_t3', 'Mouth_t6', 'Mouth_t5', 'Mouth_t4', 'Mouth_t3', 'Eyes_t6', 'Eyes_t5', 'Eyes_t4', 'Eyes_t3'];['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t4'];0.19626168224299065;0.49;0.28026692087702576;0.0;0.0;0.0
LeftVentralMotor;RFE_3;6;{'max_depth': 10, 'n_estimators': 10, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_ts': ['IPU']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3'];['IPU_t5', 'IPU_t4', 'IPU_t3'];0.65875;0.5816777041942605;0.6178194607268465;0.0;0.0;0.0
LeftDorsalMotor;RFE_3;6;{'max_depth': 10, 'n_estimators': 100, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_ts': ['IPU']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3'];['IPU_t5', 'IPU_t4', 'IPU_t3'];0.21761006289308177;0.3844444444444444;0.2779116465863454;0.0;0.0;0.0
LeftFrontaleyeField;RFE_7;6;{'n_estimators': 10, 'bootstrap': True, 'max_depth': 10, 'random_state': 5, 'max_features': 'auto'};{'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes']};['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t6', 'Vy_t5', 'Vy_t4', 'Vy_t3', 'saccades_t6', 'saccades_t5', 'saccades_t4', 'saccades_t3', 'Face_t6', 'Face_t5', 'Face_t4', 'Face_t3', 'Mouth_t6', 'Mouth_t5', 'Mouth_t4', 'Mouth_t3', 'Eyes_t6', 'Eyes_t5', 'Eyes_t4', 'Eyes_t3'];['Vx_t6', 'Vx_t5', 'Vx_t4', 'Vx_t3', 'Vy_t5', 'Vy_t4', 'Vy_t3'];0.787716955941255;0.49663299663299665;0.609189468249871;0.0;0.0;0.0
LeftVentralMotor;RFE_4;6;{'max_depth': 10, 'n_estimators': 10, 'random_state': 5, 'bootstrap': True, 'max_features': 'auto'};{'speech_ts': ['IPU']};['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3'];['IPU_t6', 'IPU_t5', 'IPU_t4', 'IPU_t3'];0.16;0.34316353887399464;0.21824381926683717;0.0;0.0;0.0
